ATF	1.0
30	57    
"Type=GenePix Export 3"
"DateTime=2014/03/28 12:10:34"
"Settings=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_setting.gps"
"GalFile="
"PixelSize=5"
"Wavelengths=532	635"
"ImageFiles=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 2	C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 3"
"NormalizationMethod=None"
"NormalizationFactors=1	1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (532/635)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=715, 1395"
"Creator=GenePix Pro 7.2.29.002"
"Scanner=GenePix 4300 [122871]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=425	570"
"ScanPower=70	90"
"LaserPower=2.11	1.69"
"Filters=Standard Green	Standard Red"
"ScanRegion=0,0,4400,14400"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"B635 Median"	"B635 Mean"	"B635"	"B635 SD"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"F532 CV"	"F635 CV"	"B532 CV"	"B635 CV"	"Index"
1	4	5	""	""	1840	2795	145	2936	2935	617	490	503	490	274	99	98	0	3347	3448	1145	119	148	119	664	99	98	0	0.758	0.734	0.754	0.734	1.453	0.693	0.872	624	4832	100	0	0	0	5674	5774	-0.400	2446	3228	2445	3329	1831403	2151318	8.876	4.970	21	33	54	448	64
1	5	5	""	""	2105	2790	145	2859	2923	782	499	533	499	355	98	97	0	3348	3388	1090	119	172	119	481	99	98	0	0.731	0.742	0.746	0.734	1.457	0.728	0.871	624	4793	100	0	0	0	5589	5693	-0.452	2360	3229	2424	3269	1823762	2114321	6.732	6.686	26	32	66	279	65
1	6	5	""	""	2380	2795	145	3383	3375	852	459	495	459	361	97	96	0	4046	4055	1380	107	159	107	472	98	96	0	0.742	0.739	0.757	0.741	1.388	0.708	0.886	624	4811	100	0	0	0	6863	6864	-0.430	2924	3939	2916	3948	2105832	2530593	7.978	8.254	25	34	72	296	66
1	7	5	""	""	2645	2790	135	1682	1656	669	434	456	434	203	92	86	0	1529	1532	892	96	126	96	262	91	84	0	0.871	0.851	0.902	0.883	1.707	0.791	0.753	540	4204	100	0	0	0	2681	2658	-0.199	1248	1433	1222	1436	894366	827399	5.911	5.366	40	58	44	207	67
1	8	5	""	""	2920	2790	135	1707	1776	653	428	443	428	151	100	99	0	1447	1556	682	96	113	96	114	100	100	0	0.947	0.923	0.946	0.945	1.511	0.873	0.618	540	4240	100	0	0	0	2630	2808	-0.079	1279	1351	1348	1460	958876	840113	8.828	12.658	36	43	34	100	68
1	9	5	""	""	3210	2800	130	1677	1628	709	433	444	433	143	91	89	0	1404	1376	745	99	113	99	114	92	89	0	0.953	0.936	0.944	0.965	1.709	0.930	0.707	540	3942	100	0	0	0	2549	2472	-0.069	1244	1305	1195	1277	878851	743005	8.280	11.079	43	54	32	100	69
1	10	5	""	""	3455	2790	140	2132	2108	536	478	490	478	132	97	96	0	3112	3197	1183	104	128	104	237	96	96	0	0.550	0.527	0.542	0.538	1.474	0.496	0.903	624	4553	100	0	0	0	4662	4723	-0.863	1654	3008	1630	3093	1315485	1995124	12.258	12.949	25	37	26	185	70
1	11	5	""	""	3730	2790	140	2038	2017	474	508	533	508	351	96	94	0	2659	2796	1178	119	159	119	699	97	94	0	0.602	0.564	0.585	0.570	1.463	0.499	0.882	624	4591	100	0	0	0	4070	4186	-0.731	1530	2540	1509	2677	1258432	1744968	4.228	3.773	23	42	65	439	71
1	12	5	""	""	3995	2790	140	1809	1787	431	510	539	510	354	95	92	0	2252	2332	819	141	195	141	985	94	59	0	0.615	0.583	0.588	0.579	1.389	0.564	0.921	624	4638	100	0	0	0	3410	3468	-0.701	1299	2111	1277	2191	1114961	1455176	3.525	2.170	24	35	65	505	72
1	13	5	""	""	4500	2830	130	4829	4977	1434	2405	2321	2405	788	99	96	0	7006	7270	1723	600	605	600	268	100	100	0	0.378	0.386	0.374	0.371	1.394	0.356	0.586	540	3781	100	0	0	0	8830	9242	-1.402	2424	6406	2572	6670	2687415	3925688	3.371	24.869	28	23	33	44	73
1	14	5	""	""	4500	2830	135	4829	4977	1434	2354	2282	2354	809	99	96	0	7006	7270	1723	589	595	589	271	100	100	0	0.386	0.393	0.381	0.380	1.331	0.361	0.593	540	3977	100	0	0	0	8892	9304	-1.374	2475	6417	2623	6681	2687415	3925688	3.331	24.631	28	23	35	45	74
1	15	5	""	""	4715	2815	135	5404	5552	1530	2665	2571	2665	825	98	97	0	8142	8560	2720	656	682	656	859	100	99	0	0.366	0.365	0.359	0.358	1.338	0.353	0.799	540	4076	100	0	0	0	10225	10791	-1.451	2739	7486	2887	7904	2997842	4622541	3.613	9.171	27	31	32	125	75
1	1	6	""	""	1085	3080	140	1055	1101	287	437	452	437	113	99	97	0	1271	1513	1014	111	126	111	116	99	98	0	0.533	0.474	0.515	0.508	1.426	0.387	0.809	624	4702	100	0	0	0	1778	2066	-0.908	618	1160	664	1402	687132	944108	5.743	11.957	26	67	25	92	76
1	2	6	""	""	1355	3075	140	994	1036	293	408	413	408	80	98	97	0	1258	1487	980	98	107	98	77	99	98	0	0.505	0.452	0.482	0.481	1.410	0.377	0.805	624	4630	100	0	0	0	1746	2017	-0.985	586	1160	628	1389	646728	928198	7.787	17.922	28	65	19	71	77
1	3	6	""	""	1615	3080	135	924	968	190	398	402	398	77	100	100	0	1171	1324	602	97	107	97	73	100	100	0	0.490	0.465	0.485	0.478	1.323	0.423	0.838	540	4270	100	0	0	0	1600	1797	-1.030	526	1074	570	1227	522552	714869	7.351	16.671	19	45	19	68	78
1	4	6	""	""	1885	3065	135	1261	1265	374	448	453	448	89	95	93	0	1224	1419	906	109	121	109	89	97	95	0	0.729	0.624	0.686	0.652	1.648	0.523	0.837	540	4313	100	0	0	0	1928	2127	-0.456	813	1115	817	1310	683073	766469	9.124	14.584	29	63	19	73	79
1	5	6	""	""	2165	3065	135	1514	1497	435	483	490	483	124	95	93	0	1529	1680	930	114	139	114	304	96	93	0	0.729	0.648	0.682	0.659	1.495	0.530	0.858	540	4311	100	0	0	0	2446	2580	-0.457	1031	1415	1014	1566	808427	907033	8.121	5.069	29	55	25	218	80
1	6	6	""	""	2430	3060	135	1442	1436	441	465	480	465	139	92	90	0	1384	1566	968	112	144	112	332	91	89	0	0.768	0.668	0.736	0.702	1.666	0.575	0.834	540	3926	100	0	0	0	2249	2425	-0.381	977	1272	971	1454	775444	845879	6.878	4.283	30	61	28	230	81
1	7	6	""	""	2645	3065	165	2382	2592	780	450	458	450	93	100	100	0	2887	3429	1874	109	125	109	143	100	100	0	0.695	0.645	0.677	0.684	1.288	0.575	0.916	812	4654	100	0	0	0	4710	5462	-0.524	1932	2778	2142	3320	2104968	2784198	22.946	23.105	30	54	20	114	82
1	8	6	""	""	2915	3060	165	2422	2647	863	447	451	447	70	100	100	0	3007	3517	1936	107	119	107	277	100	100	0	0.681	0.645	0.689	0.681	1.335	0.685	0.866	812	4815	100	0	0	0	4875	5610	-0.554	1975	2900	2200	3410	2149466	2855963	31.371	12.267	32	55	15	232	83
1	9	6	""	""	3175	3065	165	2452	2626	724	460	464	460	75	100	100	0	2946	3394	1723	111	119	111	62	100	100	0	0.703	0.660	0.693	0.698	1.309	0.588	0.907	812	4978	100	0	0	0	4827	5449	-0.509	1992	2835	2166	3283	2132645	2755991	28.827	52.823	27	50	16	52	84
1	10	6	""	""	3480	3060	115	878	916	256	517	519	517	74	98	91	0	535	621	561	117	126	117	64	99	98	0	0.864	0.792	0.823	0.804	1.876	0.521	0.501	392	3108	100	0	0	0	779	903	-0.212	361	418	399	504	359180	243389	5.365	7.734	27	90	14	50	85
1	11	6	""	""	3735	3060	120	862	887	224	520	528	520	108	92	78	0	512	561	313	116	125	116	70	98	93	0	0.864	0.825	0.866	0.825	1.994	0.750	0.582	460	3460	100	0	0	0	738	812	-0.212	342	396	367	445	407835	257979	3.324	6.229	25	55	20	56	86
1	12	6	""	""	3995	3060	120	801	842	223	499	524	499	291	52	15	0	474	497	226	125	146	125	219	81	32	0	0.865	0.922	0.929	0.846	2.155	0.861	0.477	460	3460	100	0	0	0	651	715	-0.209	302	349	343	372	387147	228723	1.093	1.603	26	45	55	150	87
1	13	6	""	""	4320	3075	150	6217	6558	2250	820	1120	820	709	99	97	0	9353	11040	5879	233	308	233	271	100	99	0	0.592	0.531	0.564	0.568	1.335	0.450	0.899	716	5282	100	0	0	0	14517	16545	-0.757	5397	9120	5738	10807	4695452	7904825	7.670	39.601	34	53	63	87	88
1	14	6	""	""	4590	3065	155	6856	7746	5410	1890	1855	1890	962	97	97	0	10261	12738	7665	478	513	478	347	100	100	1	0.508	0.478	0.498	0.475	1.371	0.536	0.814	716	4827	100	0	0	0	14749	18116	-0.978	4966	9783	5856	12260	5546357	9120632	6.124	35.231	69	60	51	67	89
1	15	6	""	""	4845	3065	150	6644	6974	2434	1778	1695	1778	977	93	93	0	10237	11818	6065	437	496	437	485	95	95	0	0.497	0.457	0.477	0.472	1.426	0.422	0.908	716	5197	100	0	0	0	14666	16577	-1.010	4866	9800	5196	11381	4993155	8461378	5.403	23.344	34	51	57	97	90
1	1	7	""	""	995	3365	110	1494	1560	887	402	415	402	146	94	92	0	1165	1341	1461	100	122	100	182	93	90	0	1.025	0.933	1.017	1.032	1.732	0.727	0.579	392	2896	100	0	0	0	2157	2399	0.036	1092	1065	1158	1241	611413	525788	7.842	6.698	56	108	35	149	91
1	2	7	""	""	1270	3355	120	1435	1410	578	399	405	399	202	87	82	0	1208	1219	839	94	103	94	105	90	86	0	0.930	0.899	0.966	0.967	1.812	0.890	0.630	460	3460	100	0	0	0	2150	2136	-0.105	1036	1114	1011	1125	648433	560853	4.975	10.629	40	68	49	101	92
1	3	7	""	""	1570	3370	105	1604	1772	1088	386	411	386	310	97	96	0	1299	1497	1053	95	132	95	424	96	87	0	1.012	0.989	1.007	1.003	1.552	0.872	0.576	316	2572	100	0	0	0	2422	2788	0.017	1218	1204	1386	1402	559926	472958	4.390	3.219	61	70	75	321	93
1	4	7	""	""	1860	3345	120	1181	1149	216	418	424	418	79	97	96	0	858	857	309	103	114	103	67	97	96	0	1.011	0.969	0.981	0.993	1.460	0.924	0.841	460	3460	100	0	0	0	1518	1485	0.015	763	755	731	754	528564	394359	9.177	11.090	18	36	18	58	94
1	5	7	""	""	2125	3340	120	1196	1184	218	442	446	442	76	99	99	0	872	909	416	112	121	112	76	100	98	0	0.992	0.931	0.971	0.966	1.367	0.839	0.832	460	3460	100	0	0	0	1514	1539	-0.011	754	760	742	797	544770	418265	9.711	10.368	18	45	17	62	95
1	6	7	""	""	2400	3340	125	1260	1215	259	451	463	451	266	93	88	0	932	905	303	114	136	114	631	76	3	0	0.989	0.966	0.954	0.989	1.474	0.951	0.870	460	3503	100	0	0	0	1627	1555	-0.016	809	818	764	791	559110	416104	2.827	1.219	21	33	57	463	96
1	7	7	""	""	2625	3325	160	2700	2747	612	458	462	458	78	99	99	0	4248	4500	1620	113	127	113	170	100	100	0	0.542	0.522	0.544	0.527	1.295	0.488	0.895	812	4853	100	0	0	0	6377	6676	-0.883	2242	4135	2289	4387	2230810	3654099	29.295	25.724	22	36	16	133	97
1	8	7	""	""	2900	3325	165	2792	2946	1223	465	471	465	102	99	99	0	4522	4993	3232	116	133	116	313	100	100	0	0.528	0.509	0.534	0.512	1.527	0.442	0.860	812	4972	100	0	0	0	6733	7358	-0.921	2327	4406	2481	4877	2392513	4054592	24.265	15.527	41	64	21	235	98
1	9	7	""	""	3170	3325	165	2800	2886	670	484	487	484	75	100	100	0	4375	4580	1377	121	129	121	63	100	100	0	0.544	0.539	0.542	0.536	1.324	0.525	0.925	812	5099	100	0	0	0	6570	6861	-0.877	2316	4254	2402	4459	2343264	3718636	31.987	70.651	23	30	15	48	99
1	10	7	""	""	3465	3335	145	2037	2042	208	531	533	531	72	100	100	0	1205	1238	263	130	137	130	61	100	100	0	1.401	1.364	1.384	1.388	1.266	1.343	0.905	624	4790	100	0	0	0	2581	2619	0.486	1506	1075	1511	1108	1273975	772303	20.958	18.049	10	21	13	44	100
1	11	7	""	""	3730	3330	145	1803	1812	222	513	516	513	78	100	100	0	1106	1137	290	119	126	119	60	100	100	0	1.307	1.276	1.282	1.301	1.310	1.232	0.884	624	4752	100	0	0	0	2277	2317	0.386	1290	987	1299	1018	1130969	709667	16.615	16.850	12	25	15	47	101
1	12	7	""	""	4000	3330	145	1434	1455	247	462	477	462	123	100	100	0	821	859	296	107	119	107	95	100	100	0	1.361	1.320	1.347	1.358	1.362	1.275	0.819	624	4850	100	0	0	0	1686	1745	0.445	972	714	993	752	907616	536212	7.951	7.789	16	34	25	79	102
1	13	7	""	""	4275	3330	95	2711	2493	1156	403	423	403	151	93	87	0	3486	3432	2337	112	138	112	193	91	87	0	0.684	0.630	0.686	0.685	1.650	0.555	0.842	256	2088	100	0	0	0	5682	5410	-0.548	2308	3374	2090	3320	638091	878513	13.709	17.067	46	68	35	139	103
1	14	7	""	""	4540	3325	90	2782	2640	1453	425	470	425	216	92	89	0	3751	3469	1973	136	189	136	375	91	86	0	0.652	0.665	0.686	0.679	1.651	0.646	0.786	256	1924	100	0	0	0	5972	5548	-0.617	2357	3615	2215	3333	675725	888113	10.046	8.747	55	56	45	198	104
1	15	7	""	""	4815	3335	85	3318	3260	1286	459	553	459	530	95	89	0	4672	4692	2957	162	317	162	801	95	87	0	0.634	0.618	0.645	0.654	1.487	0.490	0.680	208	1660	100	0	0	0	7369	7331	-0.658	2859	4510	2801	4530	678132	975943	5.108	5.462	39	63	95	252	105
1	1	8	""	""	1045	3610	140	2609	2586	609	430	437	430	86	99	99	0	2321	2356	813	104	114	104	66	100	100	0	0.983	0.957	0.980	0.970	1.320	0.929	0.898	624	4548	100	0	0	0	4396	4408	-0.025	2179	2217	2156	2252	1613758	1469959	24.988	33.970	23	34	19	57	106
1	2	8	""	""	1320	3610	140	2631	2584	628	421	431	421	188	98	97	0	2407	2431	857	103	114	103	185	99	97	0	0.959	0.929	0.950	0.945	1.315	0.881	0.876	624	4506	100	0	0	0	4514	4491	-0.060	2210	2304	2163	2328	1612609	1517038	11.452	12.524	24	35	43	162	107
1	3	8	""	""	1590	3610	140	2639	2672	2660	415	422	415	99	98	97	0	2480	2678	3548	104	122	104	289	96	92	0	0.936	0.877	0.939	0.933	1.413	0.764	0.776	624	4401	100	0	0	0	4600	4831	-0.095	2224	2376	2257	2574	1667553	1671178	22.727	8.844	99	132	23	236	108
1	4	8	""	""	1840	3605	135	894	968	239	432	440	432	91	100	100	0	716	835	456	110	122	110	81	100	100	0	0.762	0.739	0.757	0.767	1.535	0.661	0.669	540	4211	100	0	0	0	1068	1261	-0.391	462	606	536	725	522776	450725	5.802	8.802	24	54	20	66	109
1	5	8	""	""	2115	3605	135	920	955	244	436	448	436	119	100	97	0	766	828	375	115	134	115	133	100	99	0	0.743	0.728	0.736	0.740	1.509	0.708	0.659	540	4302	100	0	0	0	1135	1232	-0.428	484	651	519	713	515937	447371	4.261	5.218	25	45	26	99	110
1	6	8	""	""	2380	3605	135	902	961	345	432	460	432	399	67	9	0	733	856	764	115	169	115	938	16	2	0	0.761	0.714	0.747	0.743	1.535	0.462	0.401	540	4295	100	0	0	0	1088	1270	-0.395	470	618	529	741	518699	461973	1.256	0.732	35	89	86	555	111
1	7	8	""	""	2650	3605	110	2506	2481	588	447	472	447	540	99	97	0	1848	1888	641	118	174	118	1406	71	5	0	1.190	1.149	1.175	1.172	1.385	0.229	0.257	392	2896	100	0	0	0	3789	3804	0.251	2059	1730	2034	1770	972380	740082	3.720	1.219	23	33	114	808	112
1	8	8	""	""	2915	3600	115	2491	2407	605	483	578	483	2027	47	0	0	1738	1778	781	125	256	125	2498	6	1	0	1.245	1.164	1.227	1.169	1.483	1.100	0.800	392	3108	100	0	0	0	3621	3577	0.316	2008	1613	1924	1653	943683	697106	0.902	0.609	25	43	350	975	113
1	9	8	""	""	3180	3605	115	2545	2522	703	507	598	507	456	99	96	0	1778	1816	669	133	224	133	439	97	94	0	1.239	1.197	1.211	1.218	1.366	1.124	0.782	392	3108	100	0	0	0	3683	3698	0.309	2038	1645	2015	1683	988678	711710	4.219	3.626	27	36	76	195	114
1	10	8	""	""	3465	3600	140	2251	2177	504	511	624	511	494	94	93	0	2015	2077	781	133	242	133	475	96	95	0	0.925	0.857	0.905	0.866	1.590	0.807	0.884	624	4608	100	0	0	0	3622	3610	-0.113	1740	1882	1666	1944	1358250	1296159	3.144	3.863	23	37	79	196	115
1	11	8	""	""	3735	3605	140	2088	2059	351	464	493	464	237	98	97	0	1721	1786	569	114	159	114	313	98	98	0	1.011	0.954	1.006	0.980	1.434	0.880	0.870	624	4578	100	0	0	0	3231	3267	0.015	1624	1607	1595	1672	1284930	1114544	6.608	5.198	17	31	48	196	116
1	12	8	""	""	4000	3600	135	1753	1769	235	405	452	405	254	100	100	0	1469	1516	402	99	157	99	336	100	100	0	0.984	0.963	0.991	0.986	1.323	0.885	0.841	540	4096	100	0	0	0	2718	2781	-0.023	1348	1370	1364	1417	955052	818707	5.185	4.045	13	26	56	214	117
1	13	8	""	""	4245	3600	160	2786	3125	2112	359	413	359	215	98	97	0	3669	3899	1385	108	152	108	283	99	98	0	0.682	0.730	0.681	0.678	1.531	0.869	0.676	812	5168	100	0	0	0	5988	6557	-0.553	2427	3561	2766	3791	2537343	3165584	12.614	13.240	67	35	52	186	118
1	14	8	""	""	4520	3600	165	2952	3149	1043	360	400	360	186	100	100	0	3689	4017	1235	114	152	114	360	100	100	0	0.725	0.715	0.699	0.704	1.357	0.703	0.831	812	5185	100	0	0	0	6167	6692	-0.464	2592	3575	2789	3903	2556637	3261709	14.780	10.736	33	30	46	236	119
1	15	8	""	""	4785	3600	165	3138	3269	1171	401	447	401	227	98	97	0	4071	4167	1380	145	189	145	353	99	98	0	0.697	0.713	0.684	0.686	1.538	0.695	0.827	812	5359	100	0	0	0	6663	6890	-0.520	2737	3926	2868	4022	2654109	3383829	12.432	11.269	35	33	50	186	120
1	1	9	""	""	1005	3865	140	3826	3968	596	467	476	467	124	100	100	0	3685	3722	802	111	123	111	159	100	100	0	0.940	0.970	0.951	0.982	1.275	0.967	0.919	624	4630	100	0	0	0	6933	7112	-0.090	3359	3574	3501	3611	2475796	2322468	28.161	22.635	15	21	26	129	121
1	2	9	""	""	1285	3865	140	4214	4245	629	455	463	455	83	100	100	0	4434	4406	798	117	125	117	82	100	100	0	0.871	0.884	0.862	0.885	1.234	0.883	0.938	624	4552	100	0	0	0	8076	8079	-0.200	3759	4317	3790	4289	2648670	2749282	45.566	52.207	14	18	17	65	122
1	3	9	""	""	1550	3865	140	4235	4323	832	446	468	446	195	100	100	0	4692	4696	1045	118	131	118	142	100	99	0	0.828	0.847	0.817	0.859	1.280	0.845	0.924	624	4570	100	0	0	0	8363	8455	-0.272	3789	4574	3877	4578	2697852	2930338	19.769	32.148	19	22	41	108	123
1	4	9	""	""	1840	3875	135	7389	7179	1467	452	455	452	73	100	100	0	8257	8068	1611	126	135	126	70	100	100	0	0.853	0.847	0.842	0.837	1.191	0.847	0.964	540	4316	100	0	0	0	15068	14669	-0.229	6937	8131	6727	7942	3876477	4356677	92.110	113.329	20	19	16	51	124
1	5	9	""	""	2110	3875	125	8068	8142	982	455	460	455	109	100	100	0	9305	9530	1613	132	143	132	98	100	100	0	0.830	0.818	0.830	0.823	1.147	0.815	0.964	460	3704	100	0	0	0	16786	17085	-0.269	7613	9173	7687	9398	3745347	4383987	70.477	95.786	12	16	23	68	125
1	6	9	""	""	2380	3875	130	7918	7674	1398	445	455	445	309	100	99	0	9168	9116	2010	128	156	128	745	99	99	0	0.827	0.804	0.814	0.812	1.179	0.797	0.967	540	4062	100	0	0	0	16513	16217	-0.275	7473	9040	7229	8988	4144002	4922588	23.362	12.027	18	22	67	477	126
1	7	9	""	""	2640	3875	135	3616	3629	620	450	455	450	75	100	100	0	3464	3641	1004	123	134	123	95	100	100	0	0.948	0.904	0.926	0.916	1.278	0.884	0.893	540	4288	100	0	0	0	6507	6697	-0.078	3166	3341	3179	3518	1959430	1966324	42.320	36.916	17	27	16	70	127
1	8	9	""	""	2915	3875	135	3790	3803	817	490	555	490	1722	98	41	0	3660	3904	1290	129	222	129	2122	97	26	0	0.935	0.878	0.919	0.885	1.354	0.853	0.896	540	4303	100	0	0	0	6831	7088	-0.098	3300	3531	3313	3775	2053459	2108295	1.886	1.735	21	33	310	955	128
1	9	9	""	""	3180	3880	130	3851	3807	844	512	520	512	109	100	99	0	3525	3611	1097	136	149	136	105	100	99	0	0.985	0.948	0.962	0.963	1.285	0.926	0.909	540	4069	100	0	0	0	6728	6770	-0.021	3339	3389	3295	3475	2055553	1950040	30.156	32.971	22	30	20	70	129
1	10	9	""	""	3455	3870	125	1346	1377	388	516	578	516	355	93	70	0	1392	1563	1066	138	190	138	284	95	94	0	0.662	0.604	0.638	0.639	1.496	0.566	0.664	460	3704	100	0	0	0	2084	2286	-0.595	830	1254	861	1425	633390	719069	2.251	4.835	28	68	61	149	130
1	11	9	""	""	3730	3870	120	1253	1293	320	471	484	471	449	95	30	0	1247	1384	876	121	150	121	904	77	8	0	0.694	0.651	0.701	0.695	1.521	0.520	0.790	460	3460	100	0	0	0	1908	2085	-0.526	782	1126	822	1263	594736	636733	1.802	1.365	24	63	92	602	131
1	12	9	""	""	4010	3870	125	1145	1231	495	390	405	390	437	90	35	0	1274	1498	1269	98	127	98	876	79	19	0	0.642	0.601	0.654	0.652	1.542	0.483	0.911	460	3704	100	0	0	0	1931	2241	-0.639	755	1176	841	1400	566059	689260	1.890	1.565	40	84	107	689	132
1	13	9	""	""	4275	3865	85	7789	6739	2728	618	675	618	248	100	100	0	6041	5421	2286	171	202	171	192	100	99	0	1.222	1.166	1.188	1.144	1.273	1.148	0.950	208	1660	100	0	0	0	13041	11371	0.289	7171	5870	6121	5250	1401695	1127578	24.452	27.182	40	42	36	95	133
1	14	9	""	""	4540	3865	85	7130	6692	1898	694	735	694	227	100	100	0	5761	5855	2702	181	203	181	118	100	100	0	1.153	1.057	1.126	1.084	1.330	0.961	0.832	208	1660	100	0	0	0	12016	11672	0.206	6436	5580	5998	5674	1391891	1217894	26.242	47.898	28	46	30	58	134
1	15	9	""	""	4810	3865	85	7204	6600	2014	621	715	621	385	100	100	0	5669	5407	1976	195	272	195	912	100	91	0	1.203	1.147	1.181	1.153	1.231	0.986	0.804	208	1660	100	0	0	0	12057	11191	0.266	6583	5474	5979	5212	1372890	1124606	15.286	5.630	30	36	53	335	135
1	1	10	""	""	1030	4140	110	2762	2442	1000	458	476	458	185	92	86	0	2203	2080	1270	111	138	111	212	90	86	0	1.101	1.008	1.056	1.020	1.677	0.922	0.757	392	2896	100	0	0	0	4396	3953	0.139	2304	2092	1984	1969	957152	815435	10.627	9.160	40	61	38	153	136
1	2	10	""	""	1290	4140	110	2693	2300	1100	447	471	447	202	85	78	0	2139	2047	1940	114	150	114	300	84	79	0	1.109	0.959	1.030	0.959	1.786	0.680	0.550	392	2896	100	0	0	0	4271	3786	0.149	2246	2025	1853	1933	901581	802357	9.054	6.323	47	94	42	200	137
1	3	10	""	""	1560	4135	110	2649	2289	1009	443	489	443	245	83	81	0	2291	2160	1297	119	150	119	213	86	83	0	1.016	0.904	0.952	0.873	1.908	0.849	0.812	392	2896	100	0	0	0	4378	3887	0.022	2206	2172	1846	2041	897099	846708	7.347	9.437	44	60	50	142	138
1	4	10	""	""	1835	4145	135	1916	2156	753	441	472	441	215	100	100	0	1661	1965	1005	118	149	118	224	100	100	0	0.956	0.929	0.970	0.975	1.315	0.874	0.885	540	4324	100	0	0	0	3018	3562	-0.065	1475	1543	1715	1847	1164349	1061052	7.833	8.107	34	51	45	150	139
1	5	10	""	""	2115	4145	135	1827	2075	714	418	434	418	167	100	100	0	1723	1915	1070	121	140	121	152	100	100	0	0.880	0.924	0.971	0.966	1.320	0.841	0.820	540	4316	100	0	0	0	3011	3451	-0.185	1409	1602	1657	1794	1120592	1034229	9.826	11.678	34	55	38	108	140
1	6	10	""	""	2385	4145	135	2250	2266	802	415	424	415	116	100	100	0	1892	2103	1109	123	141	123	173	100	100	0	1.037	0.935	1.011	0.991	1.329	0.869	0.858	540	4264	100	0	0	0	3604	3831	0.053	1835	1769	1851	1980	1223756	1135774	15.879	11.341	35	52	27	122	141
1	7	10	""	""	2640	4145	130	1256	1252	275	419	430	419	191	97	94	0	1194	1212	493	121	145	121	484	94	63	0	0.780	0.764	0.797	0.777	1.557	0.487	0.696	540	4040	100	0	0	0	1910	1924	-0.358	837	1073	833	1091	675812	654462	4.304	2.205	21	40	44	333	142
1	8	10	""	""	2930	4145	130	1294	1335	265	464	477	464	205	100	99	0	1195	1255	464	125	160	125	755	89	10	0	0.776	0.771	0.804	0.788	1.446	0.592	0.691	540	4065	100	0	0	0	1900	2001	-0.366	830	1070	871	1130	720984	677710	4.185	1.450	19	36	42	471	143
1	9	10	""	""	3200	4145	130	1330	1323	415	492	499	492	111	94	92	0	1224	1229	468	133	157	133	595	90	37	0	0.768	0.758	0.758	0.743	1.641	0.763	0.699	540	4006	100	0	0	0	1929	1927	-0.381	838	1091	831	1096	714544	663802	7.423	1.802	31	38	22	378	144
1	10	10	""	""	3455	4145	145	8599	8155	2042	494	519	494	265	100	100	0	9454	9028	2922	138	169	138	300	100	100	0	0.870	0.862	0.880	0.889	1.206	0.839	0.962	624	4746	100	0	0	0	17421	16551	-0.201	8105	9316	7661	8890	5088833	5633520	28.815	29.530	25	32	51	177	145
1	11	10	""	""	3725	4140	145	9234	8522	2467	457	506	457	413	100	99	0	10935	10528	4354	129	189	129	459	100	98	0	0.812	0.776	0.818	0.807	1.256	0.734	0.906	624	4792	100	0	0	0	19583	18464	-0.300	8777	10806	8065	10399	5317472	6569552	19.409	22.525	28	41	81	242	146
1	12	10	""	""	4000	4140	155	9083	8219	2804	412	493	412	927	97	92	0	10308	9593	4008	118	185	118	1137	95	90	0	0.851	0.824	0.852	0.870	1.264	0.797	0.955	716	5044	100	0	0	0	18861	17282	-0.233	8671	10190	7807	9475	5884789	6868528	8.334	8.274	34	41	188	614	147
1	13	10	""	""	4255	4140	140	1307	1298	502	470	862	470	810	56	2	0	861	929	564	139	245	139	266	93	74	0	1.159	1.048	1.089	1.115	1.673	1.167	0.595	624	4538	100	0	0	0	1559	1618	0.213	837	722	828	790	810126	579418	0.538	2.571	38	60	93	108	148
